,Title,Link,Company,Size company,Salary,Locations,Level,Year of Experience,Contract Type,Sex,Skills
26,Python Application Developer Tại Hồ Chí Minh (Thu Nhập Hấp Dẫn),https://www.topcv.vn/viec-lam/python-application-developer-tai-ho-chi-minh-thu-nhap-hap-dan/1330418.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHỆ THÁI BÌNH,25-99 nhân viên,Thoả thuận,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"BSc/BA in Computer Science
At least 1 year of experience in application development
At least 1 year of experience in Python programming
Experience in front-end programming with JavaScript, HTML, CSS, XML
Experience in working with SQL DB such as PostgreSQL/MySQL/MSSQL
Relevant OS knowledge (Linux, Unix, Windows, etc)
Understanding of ERP business processes such as Accounting, Sales, Purchasing, Inventory, Manufacturing, CRM, HRM,.. is a plus"
27,Chuyên Viên Quản Trị Hệ Thống (Upto 2000 USD),https://www.topcv.vn/viec-lam/chuyen-vien-quan-tri-he-thong-upto-2000-usd/1304892.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN VETC,100-499 nhân viên,"Tới 2,000 USD",Hà Nội,Nhân viên,5 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp các trường: Đại Học Bách Khoa, HV Công Nghệ Bưu Chính Viễn Thông, HV Kỹ Thuật Mật Mã, Đại Học Quốc Gia....chuyên ngành CNTT, điện tử viễn thông, khoa học máy tính....và các chuyên ngành liên quan khác.
Có kiến thức tốt và kinh nghiệm triển khai, quản trị, vận hành các hệ thống máy chủ sử dụng hệ điều hành Unix/Linux,Vmware/Hyper-V/ IBM PowerVM, Windows server, Storage...và các bô hình backup, Cluster cho hệ thống máy chủ
Có kinh nghiệm xây dựng các hệ thống High Availability trên nền OS Linux/Unix, Windows, Oracle, SQL...
Có kinh nghiệm về triển khai các giải pháp giám sát hiệu năng của hệ thống như Nagios, cacti, zabbix
Có kỹ năng về lập trình hệ thống (bash script PHP, BASH, Perl, Python)
Chủ động trong công việc bảo mật: cập nhật, tối ưu hệ thống đang quản lý
Ưu tiên có các chứng chỉ quốc tế: Linux-LPIC, Vmware-VCP, IBM, HP..
Tối thiểu 05 năm kinh nghiệm làm việc ở vị trí tương đương"
28,Kỹ Sư Tích Hợp Dữ Liệu Và Ứng Dụng (Data Engineer),https://www.topcv.vn/viec-lam/ky-su-tich-hop-du-lieu-va-ung-dung-data-engineer/1311964.html?ta_source=ITJobs_LinkDetail,Trường Đại học CMC,100-499 nhân viên,Thoả thuận,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Bằng cấp: Tốt nghiệp đại học trở lên các trường khối ngành Công nghệ thông tin, Khoa học máy tính hoặc các chuyên ngành tương đươngKiến thức chuyên môn: Có hiểu biết về các hệ thống thông tin giáo dục như phần mềm quản lý đào tạo, LMS, eOffice... Kinh nghiệmCó ít nhất 2 năm kinh nghiệm lập trìnhCó kinh nghiệm trong việc triển khai các hệ thống công nghệ thông tin trong nhà trường là một lợi thế Kỹ năng:Có khả năng phân tích thiết kế, lập trình ứng dụng trên các nền tảng khác nhauCó khả năng lập trình các ngôn ngữ Microsoft .Net (C#), Python, JavaScriptCó hiểu biết về kiến trúc microservice, web serviceCó kiến thức về triển khai ứng dụng, Devops, K8s và các nền tảng Windows, Linux, MobileThành thạo ít nhất 1 loại DBMS (MongoDB, MySQL, PostgreSQL, SQL Server...)Có hiểu biết và đã từng sử dụng Gitlab, GithubCó kinh nghiệm làm việc với MessageQueue (MQ, Kafka, Rabbit, ActiveMQ..)Hiểu biết vững về lập trình front-end và back-end, sử dụng các framework như React, Angular, Node.js Trình độ ngoại ngữ: Tiếng Anh đọc hiểu được các tài liệu kỹ thuật Kỹ năng khác:Có khả năng làm việc độc lập, làm việc nhóm, khả năng đào tạoChịu được áp lực công việc cao"
29,Lập Trình Viên - Middle Odoo Developer - Lương Upto 30M - Đi Làm Ngay,https://www.topcv.vn/viec-lam/lap-trinh-vien-middle-odoo-developer-luong-upto-30m-di-lam-ngay/1294977.html?ta_source=ITJobs_LinkDetail,CÔNG TY CỔ PHẦN SNINE,25-99 nhân viên,Tới 30 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp đại học các chuyên ngành công nghệ thông tin
Có từ 3- 4 năm kinh nghiệm lập trình Odoo
Có tính tuân thủ và cam kết cao, tư duy phát triển tích cực và khả năng làm việc nhóm
Có khả năng làm việc độc lập và giải quyết vấn đề
Kỹ năng
+ Thành thạo lập trình Python với Odoo
+ Có kinh nghiệm với AJAX, XML, CSS/HTML/Jquery
+ Có kiến thức Linux/ Ubuntu, Git, Docker, PostgreSQL"
30,IT Support (Tại TP Vinh - Nghệ An),https://www.topcv.vn/viec-lam/it-support-tai-tp-vinh-nghe-an/1304838.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH NETMARKS VIỆT NAM,25-99 nhân viên,Thoả thuận,Nghệ An,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"- Tốt nghiệp Cao đẳng, Đại học hoặc tương đương;- Kiến thức cơ bản về máy tính và mạng máy tính (LAN, WAN...);- Hiểu biết về môi trường làm việc Domain controller, Antivirus, File server.- Cài đặt máy tính, join domain, cài đặt office.- Kỹ năng sử dụng máy tính, mạng máy tính và các thiết bị văn phòng;- Chịu khó, ham học hỏi, có tinh thần làm việc nhóm;- Có khả năng giao tiếp bằng tiếng Anh là một lợi thế;"
31,Nhân Viên Kinh Doanh (B2B) - Thu Nhập Đến 800$,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b-thu-nhap-den-800/1338168.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH PHẦN MỀM TIẾP THỊ VIDEO QUỐC TẾ,25-99 nhân viên,Tới 800 USD,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Tốt nghiệp trình độ cao đẳng, đại học các chuyên ngành như: Quản trị kinh doanh, Marketing, Kinh tế, Thương mại, ...Khả năng học hỏi & truyền đạt các khái niệm phức tạp một cách nhanh chóng & dễ hiểuTư duy logic, phân tích và giải quyết vấn đềKhả năng đọc hiểu tiếng Anh tốtKỹ năng giao tiếp, thuyết trình, đàm phán, giao tiếp và thuyết phục khách hàng tốtHiểu và phân tích được các chỉ số đo lường trong kinh doanhCó kiến thức và kỹ năng trong việc xây dựng mối quan hệ khách hàngAm hiểu về lĩnh vực, thị trường mà doanh nghiệp kinh doanh là một điểm cộngKhả năng làm việc độc lập cũng như làm việc nhóm tốt.Thành thạo các công cụ MS OfficeChăm chỉ, không ngại học hỏi, thử thách, rèn luyện bản thân liên tục"
32,Product Game,https://www.topcv.vn/viec-lam/product-game/1294959.html?ta_source=ITJobs_LinkDetail,CÔNG TY TNHH SENSPARK,25-99 nhân viên,500 - 800 USD,Hồ Chí Minh,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"At least 1.5 years of experience Product Game (prefer in NFT Game)Has good analytical ability on UX Analytics.Have a User-centric mindset.Having a Data-driven mindset, knowing how to use visualization tools is an advantage (Data studio, SQL,...).Know how to use user analysis tools (Firebase, Google Analytics...).Can communicate in English at workUnderstanding of A/B testing process and feature roll-out is a plus."
33,Nhân Viên Bán Hàng Và Chăm Sóc Khách Hàng Ngành Viễn Thông-Phần Mềm CNTT (Account Manager) - Thu Nhập Trung Bình Từ 30 Triệu/Tháng - Địa Điểm Làm Việc TPHCM,https://www.topcv.vn/viec-lam/nhan-vien-ban-hang-va-cham-soc-khach-hang-nganh-vien-thong-phan-mem-cntt-account-manager-thu-nhap-trung-binh-tu-30-trieu-thang-dia-diem-lam-viec-tphcm/1295112.html?ta_source=ITJobs_LinkDetail,TRUNG TÂM KINH DOANH VNPT THÀNH PHỐ HỒ CHÍ MINH - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,500-1000 nhân viên,25 - 30 triệu,Hồ Chí Minh,Nhân viên,3 năm,Toàn thời gian,Nam,"Ứng viên là Nam, năm sinh từ 1994-1997 ( từ 27 đến 30 tuổi)Tốt nghiệp Đại học trở lên, ưu tiên các ứng viên tốt nghiệp các ngành nghề liên quan Viễn thông, Công nghệ thông tin.Có kinh nghiệm làm Sale/Nhân viên kinh doanh cho các công ty Viễn thông, Phần mềm và khách hàng là Doanh nghiệpSử dụng thành thạo các công cụ văn phòng như Word, Excel, PowerPoint và có khả năng thuyết trình giới thiệu các dịch vụ, sản phẩm đến khách hàngCó khả năng giao tiếp cơ bản bằng tiếng AnhTrung thực, tự giác và có kỷ luật cao trong công việc."
34,Project Manager Ngành Game/App (12 - 17 Triệu/Tháng),https://www.topcv.vn/viec-lam/project-manager-nganh-game-app-12-17-trieu-thang/1330220.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Sói Đen,25-99 nhân viên,12 - 17 triệu,Hà Nội,Trưởng/Phó phòng,1 năm,Toàn thời gian,Không yêu cầu,"Yêu thích chơi game và đã chơi đa dạng thể loại gameTối thiểu 1 năm kinh nghiệmKhả năng đọc hiểu, nghiên cứu tài liệu bằng tiếng Anh tốtTrách nhiệm, cẩn thận, tỉ mỉ trong công việc. Có khả năng giao tiếp hiệu quả, biết cách sắp xếp, điều phối công việc tốt.Các bạn từng làm Tester, Game Designer, ... có định hướng trở thành PM có thể ứng tuyểnCác bạn từng có kinh nghiệm đảm nhận vị trí PM ở các công ty công nghệ khác là một lợi thế."
35,Nhân Viên Marketing (Fresher Level),https://www.topcv.vn/viec-lam/nhan-vien-marketing-fresher-level/1326237.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Sói Đen,25-99 nhân viên,4 - 8 triệu,Hà Nội,Nhân viên,Dưới 1 năm,Toàn thời gian,Không yêu cầu,"Yêu thích chơi gameTốt nghiệp chuyên ngành Marketing Có khả năng đọc hiểu, phân tích, dịch tài liệu từ tiếng Anh tốtCó nguyện vọng và định hướng đưa các sản phẩm game/app ra thị trường GlobalỨng viên đã có kinh nghiệm chạy một số mạng quảng cáo như FB, Google, Mintegral....là một lợi thếThành thạo hoặc biết cách sử dụng các phần mềm thiết kế và chỉnh sửa video phổ biến như Adobe Premiere, After Effect,Photoshop, Illustrator..."
36,Data Engineer (Dự Án Banking) - Tại Hà Nội - Thu Nhập 15 - 25 Triệu,https://www.topcv.vn/viec-lam/data-engineer-du-an-banking-tai-ha-noi-thu-nhap-15-25-trieu/1274580.html?ta_source=ITJobs_LinkDetail,Công Ty Cổ Phần GoGroup,25-99 nhân viên,15 - 25 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"Yêu cầu về kỹ thuật:- Thành thạo một trong các ngôn ngữ lập trình sau: PLSQL, Java, .Net, Python, Scala- Có lợi thế nếu đã từng làm việc với các hệ thống học máy (Machine Learning), khai phá dữ liệu (Data Mining), các hệ thống như Hadoop eco system, Spark, Cassandra, Neo4j....Yêu cầu về kinh nghiệm:- Tối thiểu 2 năm kinh nghiệm làm việc tại NH hoặc các tổ chức, tập đoàn CNTT- Nắm rõ các quy chuẩn về quy trình xây dựng và triển khai một phần mềm.- Ưu tiên có kinh nghiệm làm việc với các hệ thống cơ sở dữ liệu Oracle, DB2, Netezza- Ưu tiên có kinh nghiệm làm việc với các hệ thống ETL: Data Stage, Pentaho, ODI- Kinh nghiệm làm việc với các nền tảng Cloud là một lợi thế."
37,Thực Tập Sinh Content Marketing,https://www.topcv.vn/viec-lam/thuc-tap-sinh-content-marketing/1324685.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Phần mềm OOS,25-99 nhân viên,Thoả thuận,Hà Nội,Thực tập sinh,Không yêu cầu kinh nghiệm,Toàn thời gian,Không yêu cầu,Tốt nghiệp chuyên ngành Truyền thông/ Báo chí/ Marketing/ Văn hóa/ Ngôn ngữ học/ Sân khấu điện ảnh hoặc các chuyên ngành liên quanCó laptopLàm việc trực tiếp tại văn phòng
38,Unity Developer (Tối Thiểu 1 Năm Kinh Nghiệm),https://www.topcv.vn/viec-lam/unity-developer-toi-thieu-1-nam-kinh-nghiem/1041670.html?ta_source=ITJobs_LinkDetail,Công ty Cổ phần Sói Đen,25-99 nhân viên,Tới 30 triệu,Hà Nội,Nhân viên,1 năm,Toàn thời gian,Không yêu cầu,"Có ít nhất 1 năm kinh nghiệm với Unity (Junior level) và ít nhất 2.5 năm kinh nghiệm (Senior level); đã trực tiếp tham gia phát triển sản phẩm phát hành ra thị trường global là 1 lợi thế.Thành thạo C# và Unity; hiểu biết về UI Canvas, Physic, Particle System, Optimization; có kiến thức tốt về OOP, Design Patterns;Yêu thích game và chơi game;Tinh thần trách nhiệm cao, chăm chỉ, cần cù trong công việc, có khả năng chịu được áp lực công việc cao;Có khả năng quản lý task, sắp xếp và điều phối công việc tốtKhả năng làm việc độc lập và cộng tác nhóm tốt; chủ động trong công việcCó tinh thần lắng nghe, chia sẻ và sẵn sàng học hỏi các kiến thức công nghệ mới;Có khả năng đọc, hiểu và tìm kiếm các tài liệu bằng Tiếng Anh."
39,Manual Tester - Thu Nhập Từ 20.000.000 - 28.000.000/Tháng,https://www.topcv.vn/viec-lam/manual-tester-thu-nhap-tu-20-000-000-28-000-000-thang/1304052.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần Công nghệ thông tin Phú Minh,25-99 nhân viên,20 - 28 triệu,Hà Nội,Nhân viên,3 năm,Toàn thời gian,Không yêu cầu,"Có ít nhất 2 năm kinh nghiệm kiểm thử Web App.Thành thạo SQL server, PostgreSQL, Cassandra và có kinh nghiệm làm việc với database phức tạp trong dự án thực tế.Có khả năng phân tích yêu cầu, tổng hợp thành tài liệu riêng, Q&A cho khách hàng.Có kinh nghiệm tạo Testcase: biết cách phân chia bố cục testcase, tạo testcase IT/ST bằng tiếng anh ở mức high level.Có khả năng đọc hiểu và tạo các tài liệu test khác như: test design, test viewpoint, checklist.Ngoài ra- Có khả năng đánh giá và đưa ra phương án giải quyết khi phát sinh issue liên quan đến testing.- Cẩn thận, tỉ mỉ, học hỏi nhanh.- Có kiến thức cơ bản testing: định nghĩa cơ bản, quy trình phát triển phần mềm, quy trình test, quy trình đảm bảo chất lượng."
40,Tester,https://www.topcv.vn/viec-lam/tester/1320319.html?ta_source=ITJobs_LinkDetail,Công ty TNHH Giải pháp phần mềm Tài chính Công nghệ DTND -MST 0108801781,10-24 nhân viên,10 - 15 triệu,Hà Nội,Nhân viên,2 năm,Toàn thời gian,Không yêu cầu,"• Cử nhân chuyên ngành kinh tế, tài chính ngân hàng, công nghệ thông tin• Kỹ năng giao tiếp và làm việc đội nhóm tốt• Nhanh nhẹn, chăm chỉ, khả năng học hỏi cao, và có trách nhiệm trong công việcƯu tiên:• Kinh nghiệm Test trên một trong các nền tảng các ứng dụng Web, Web Application, Mobile Application• Kinh nghiệm làm qua API test"
41,Middle Manual Tester,https://www.topcv.vn/viec-lam/middle-manual-tester/1320211.html?ta_source=ITJobs_LinkDetail,Công ty cổ phần thương mại trực tuyến An Thịnh Phát,25-99 nhân viên,Thoả thuận,Hà Nội,Trưởng nhóm,3 năm,Toàn thời gian,Không yêu cầu,"Ưu tiên tốt nghiệp đại học loại Khá trở lên, chuyên ngành Công nghệ thông tin, Kỹ sư phần mềm. Đặc biệt ưu tiên các trường Học viện Công nghệ Bưu chính Viễn thông, Đại học Bách khoa Hà Nội, ...Tối thiểu 03 năm kinh nghiệm ở vị trí Kiểm thử phần mềm, ưu tiên ứng viên có kinh nghiệm làm việc ở các vị trí tương đương Trưởng nhóm Kiểm thửNắm vững và hiểu biết sâu về quy trình Test, các kỹ thuật TestingCó kiến thức sâu về phương pháp kiểm thử phần mềm (White Box và Black Box)Ưu tiên các bạn có kinh nghiệm thực hiện kiểm thử tự động, có chứng chỉ như ISTQB, CSTEƯu tiên có kinh nghiệm về các lĩnh vực Tài chính và ngân hàngYêu thích công việc kiểm thử, yêu thích công nghệ và muốn thử thách bản thânCẩn trọng, nhiệt tình, dám nghĩ dám làm"
